date,/m/01c751
2020-02-01,0.0
2020-02-02,3.0
2020-02-03,3.0
2020-02-04,9.0
2020-02-05,3.0
2020-02-06,3.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,3.0
2020-02-10,0.0
2020-02-11,6.0
2020-02-12,6.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,3.0
2020-02-17,5.0
2020-02-18,3.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,13.0
2020-02-24,12.0
2020-02-25,22.0
2020-02-26,29.0
2020-02-27,11.0
2020-02-28,24.0
2020-02-29,12.0
2020-03-01,19.0
2020-03-02,14.0
2020-03-03,9.0
2020-03-04,9.0
2020-03-05,19.0
2020-03-06,9.0
2020-03-07,19.0
2020-03-08,50.0
2020-03-09,11.0
2020-03-10,8.0
2020-03-11,3.0
2020-03-12,41.0
2020-03-13,82.0
2020-03-14,100.0
2020-03-15,93.0
2020-03-16,44.0
2020-03-17,16.0
2020-03-18,25.0
2020-03-19,34.0
2020-03-20,36.0
2020-03-21,51.0
2020-03-22,50.0
2020-03-23,37.0
2020-03-24,37.0
2020-03-25,24.0
2020-03-26,29.0
2020-03-27,46.0
2020-03-28,15.0
2020-03-29,35.0
2020-03-30,28.0
2020-03-31,38.0
2020-04-01,29.0
2020-04-02,26.0
2020-04-03,25.0
2020-04-04,16.0
2020-04-05,28.0
2020-04-06,13.0
2020-04-07,8.0
2020-04-08,13.0
2020-04-09,16.0
2020-04-10,11.0
2020-04-11,18.0
2020-04-12,12.0
2020-04-13,22.0
2020-04-14,13.0
2020-04-15,13.0
2020-04-16,5.0
2020-04-17,11.0
2020-04-18,3.0
2020-04-19,25.0
2020-04-20,16.0
2020-04-21,19.0
2020-04-22,17.0
2020-04-23,5.0
2020-04-24,11.0
2020-04-25,9.0
2020-04-26,9.0
2020-04-27,5.0
2020-04-28,10.0
2020-04-29,3.0
2020-04-30,2.0
2020-05-01,16.0
2020-05-02,5.0
2020-05-03,9.0
2020-05-04,10.0
2020-05-05,10.0
2020-05-06,8.0
2020-05-07,3.0
2020-05-08,6.0
2020-05-09,3.0
2020-05-10,14.0
2020-05-11,10.0
2020-05-12,10.0
2020-05-13,5.0
2020-05-14,5.0
2020-05-15,0.0
2020-05-16,7.0
2020-05-17,7.0
2020-05-18,3.0
2020-05-19,3.0
2020-05-20,3.0
2020-05-21,7.0
2020-05-22,9.0
2020-05-23,6.0
2020-05-24,3.0
2020-05-25,3.0
2020-05-26,0.0
2020-05-27,3.0
2020-05-28,0.0
2020-05-29,0.0
2020-05-30,3.0
2020-05-31,3.0
2020-06-01,3.0
2020-06-02,5.0
2020-06-03,5.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-06,0.0
2020-06-07,0.0
2020-06-08,0.0
2020-06-09,5.0
2020-06-10,3.0
2020-06-11,3.0
2020-06-12,3.0
2020-06-13,0.0
2020-06-14,3.0
2020-06-15,3.0
2020-06-16,0.0
2020-06-17,6.0
2020-06-18,6.0
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,3.0
2020-06-27,3.0
2020-06-28,3.0
2020-06-29,0.0
2020-06-30,3.0
2020-07-01,3.0
2020-07-02,0.0
2020-07-03,6.0
2020-07-04,4.0
2020-07-05,0.0
2020-07-06,3.0
2020-07-07,3.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-11,3.0
2020-07-12,0.0
2020-07-13,3.0
2020-07-14,0.0
