date,/m/0hn9s
2020-02-01,5.0
2020-02-02,16.0
2020-02-03,14.0
2020-02-04,15.0
2020-02-05,5.0
2020-02-06,0.0
2020-02-07,5.0
2020-02-08,6.0
2020-02-09,6.0
2020-02-10,5.0
2020-02-11,15.0
2020-02-12,5.0
2020-02-13,0.0
2020-02-14,5.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,5.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,5.0
2020-02-22,11.0
2020-02-23,11.0
2020-02-24,29.0
2020-02-25,23.0
2020-02-26,9.0
2020-02-27,18.0
2020-02-28,30.0
2020-02-29,25.0
2020-03-01,24.0
2020-03-02,31.0
2020-03-03,23.0
2020-03-04,0.0
2020-03-05,42.0
2020-03-06,19.0
2020-03-07,26.0
2020-03-08,26.0
2020-03-09,9.0
2020-03-10,56.0
2020-03-11,62.0
2020-03-12,27.0
2020-03-13,59.0
2020-03-14,56.0
2020-03-15,100.0
2020-03-16,40.0
2020-03-17,61.0
2020-03-18,39.0
2020-03-19,53.0
2020-03-20,34.0
2020-03-21,39.0
2020-03-22,57.0
2020-03-23,26.0
2020-03-24,35.0
2020-03-25,16.0
2020-03-26,24.0
2020-03-27,44.0
2020-03-28,28.0
2020-03-29,32.0
2020-03-30,28.0
2020-03-31,35.0
2020-04-01,35.0
2020-04-02,29.0
2020-04-03,13.0
2020-04-04,24.0
2020-04-05,19.0
2020-04-06,12.0
2020-04-07,8.0
2020-04-08,4.0
2020-04-09,17.0
2020-04-10,13.0
2020-04-11,14.0
2020-04-12,19.0
2020-04-13,13.0
2020-04-14,21.0
2020-04-15,4.0
2020-04-16,8.0
2020-04-17,12.0
2020-04-18,4.0
2020-04-19,8.0
2020-04-20,7.0
2020-04-21,7.0
2020-04-22,12.0
2020-04-23,8.0
2020-04-24,8.0
2020-04-25,14.0
2020-04-26,9.0
2020-04-27,4.0
2020-04-28,11.0
2020-04-29,4.0
2020-04-30,11.0
2020-05-01,17.0
2020-05-02,9.0
2020-05-03,5.0
2020-05-04,0.0
2020-05-05,4.0
2020-05-06,4.0
2020-05-07,4.0
2020-05-08,4.0
2020-05-09,4.0
2020-05-10,12.0
2020-05-11,11.0
2020-05-12,8.0
2020-05-13,12.0
2020-05-14,4.0
2020-05-15,9.0
2020-05-16,15.0
2020-05-17,15.0
2020-05-18,9.0
2020-05-19,4.0
2020-05-20,9.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-23,0.0
2020-05-24,0.0
2020-05-25,0.0
2020-05-26,4.0
2020-05-27,9.0
2020-05-28,0.0
2020-05-29,4.0
2020-05-30,0.0
2020-05-31,15.0
2020-06-01,4.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,4.0
2020-06-05,0.0
2020-06-06,5.0
2020-06-07,0.0
2020-06-08,0.0
2020-06-09,4.0
2020-06-10,0.0
2020-06-11,4.0
2020-06-12,4.0
2020-06-13,0.0
2020-06-14,0.0
2020-06-15,0.0
2020-06-16,4.0
2020-06-17,4.0
2020-06-18,0.0
2020-06-19,4.0
2020-06-20,10.0
2020-06-21,10.0
2020-06-22,4.0
2020-06-23,4.0
2020-06-24,17.0
2020-06-25,4.0
2020-06-26,4.0
2020-06-27,0.0
2020-06-28,4.0
2020-06-29,0.0
2020-06-30,4.0
2020-07-01,4.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,4.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,8.0
2020-07-10,4.0
2020-07-11,5.0
2020-07-12,9.0
2020-07-13,8.0
2020-07-14,0.0
2020-07-15,4.0
2020-07-16,8.0
2020-07-17,8.0
2020-07-18,0.0
2020-07-19,9.0
2020-07-20,8.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,4.0
2020-07-25,13.0
2020-07-26,4.0
2020-07-27,0.0
2020-07-28,4.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,8.0
2020-08-01,4.0
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,8.0
2020-08-06,4.0
2020-08-07,4.0
2020-08-08,0.0
2020-08-09,8.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,4.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,4.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,4.0
2020-08-20,4.0
2020-08-21,4.0
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,7.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
