date,/g/11j2cc_qll
2020-02-01,3.0
2020-02-02,2.0
2020-02-03,1.0
2020-02-04,2.0
2020-02-05,1.0
2020-02-06,1.0
2020-02-07,1.0
2020-02-08,1.0
2020-02-09,1.0
2020-02-10,1.0
2020-02-11,1.0
2020-02-12,5.0
2020-02-13,6.0
2020-02-14,4.0
2020-02-15,4.0
2020-02-16,3.0
2020-02-17,4.0
2020-02-18,3.0
2020-02-19,5.0
2020-02-20,5.0
2020-02-21,5.0
2020-02-22,9.0
2020-02-23,11.0
2020-02-24,15.0
2020-02-25,18.0
2020-02-26,30.0
2020-02-27,33.0
2020-02-28,27.0
2020-02-29,27.0
2020-03-01,21.0
2020-03-02,26.0
2020-03-03,23.0
2020-03-04,23.0
2020-03-05,25.0
2020-03-06,25.0
2020-03-07,24.0
2020-03-08,28.0
2020-03-09,37.0
2020-03-10,43.0
2020-03-11,50.0
2020-03-12,72.0
2020-03-13,86.0
2020-03-14,78.0
2020-03-15,90.0
2020-03-16,85.0
2020-03-17,88.0
2020-03-18,91.0
2020-03-19,84.0
2020-03-20,94.0
2020-03-21,100.0
2020-03-22,97.0
2020-03-23,87.0
2020-03-24,73.0
2020-03-25,80.0
2020-03-26,89.0
2020-03-27,90.0
2020-03-28,86.0
2020-03-29,83.0
2020-03-30,78.0
2020-03-31,74.0
2020-04-01,72.0
2020-04-02,79.0
2020-04-03,81.0
2020-04-04,79.0
2020-04-05,78.0
2020-04-06,78.0
2020-04-07,68.0
2020-04-08,65.0
2020-04-09,61.0
2020-04-10,58.0
2020-04-11,59.0
2020-04-12,58.0
2020-04-13,58.0
2020-04-14,57.0
2020-04-15,56.0
2020-04-16,55.0
2020-04-17,58.0
2020-04-18,51.0
2020-04-19,53.0
2020-04-20,56.0
2020-04-21,56.0
2020-04-22,55.0
2020-04-23,50.0
2020-04-24,47.0
2020-04-25,44.0
2020-04-26,50.0
2020-04-27,44.0
2020-04-28,44.0
2020-04-29,47.0
2020-04-30,48.0
2020-05-01,43.0
2020-05-02,44.0
2020-05-03,49.0
2020-05-04,43.0
2020-05-05,43.0
2020-05-06,48.0
2020-05-07,44.0
2020-05-08,42.0
2020-05-09,41.0
2020-05-10,43.0
2020-05-11,46.0
2020-05-12,43.0
2020-05-13,41.0
2020-05-14,48.0
2020-05-15,38.0
2020-05-16,39.0
2020-05-17,37.0
2020-05-18,40.0
2020-05-19,39.0
2020-05-20,40.0
2020-05-21,38.0
2020-05-22,40.0
2020-05-23,33.0
2020-05-24,40.0
2020-05-25,43.0
2020-05-26,42.0
2020-05-27,42.0
2020-05-28,38.0
2020-05-29,36.0
2020-05-30,33.0
2020-05-31,34.0
2020-06-01,37.0
2020-06-02,36.0
2020-06-03,36.0
2020-06-04,35.0
2020-06-05,29.0
2020-06-06,28.0
2020-06-07,35.0
2020-06-08,41.0
2020-06-09,32.0
2020-06-10,33.0
2020-06-11,35.0
2020-06-12,32.0
2020-06-13,31.0
2020-06-14,38.0
2020-06-15,40.0
2020-06-16,40.0
2020-06-17,41.0
2020-06-18,42.0
2020-06-19,39.0
2020-06-20,36.0
2020-06-21,38.0
2020-06-22,39.0
2020-06-23,40.0
2020-06-24,41.0
2020-06-25,35.0
2020-06-26,36.0
2020-06-27,34.0
2020-06-28,37.0
2020-06-29,36.0
2020-06-30,38.0
2020-07-01,33.0
2020-07-02,32.0
2020-07-03,34.0
2020-07-04,35.0
2020-07-05,36.0
2020-07-06,37.0
2020-07-07,37.0
2020-07-08,43.0
2020-07-09,37.0
2020-07-10,35.0
2020-07-11,40.0
2020-07-12,38.0
2020-07-13,43.0
2020-07-14,40.0
2020-07-15,40.0
2020-07-16,39.0
2020-07-17,40.0
2020-07-18,37.0
2020-07-19,41.0
2020-07-20,36.0
2020-07-21,39.0
2020-07-22,38.0
2020-07-23,39.0
2020-07-24,41.0
2020-07-25,42.0
2020-07-26,45.0
2020-07-27,47.0
2020-07-28,46.0
2020-07-29,44.0
2020-07-30,46.0
2020-07-31,47.0
2020-08-01,43.0
2020-08-02,48.0
2020-08-03,49.0
2020-08-04,47.0
2020-08-05,65.0
2020-08-06,42.0
2020-08-07,45.0
2020-08-08,39.0
2020-08-09,40.0
2020-08-10,39.0
2020-08-11,45.0
2020-08-12,43.0
2020-08-13,45.0
2020-08-14,48.0
2020-08-15,48.0
2020-08-16,43.0
2020-08-17,47.0
2020-08-18,44.0
2020-08-19,47.0
2020-08-20,47.0
2020-08-21,47.0
2020-08-22,44.0
2020-08-23,42.0
2020-08-24,49.0
2020-08-25,49.0
2020-08-26,42.0
2020-08-27,44.0
2020-08-28,41.0
2020-08-29,41.0
2020-08-30,43.0
2020-08-31,45.0
