date,/g/11j4xt9hdf_0,/g/11j4xt9hdf,batch_id
2020-02-01,29.0,29.0,1
2020-02-02,36.0,36.0,1
2020-02-03,39.0,39.0,1
2020-02-04,45.0,45.0,1
2020-02-05,27.0,27.0,1
2020-02-06,30.0,30.0,1
2020-02-07,33.0,33.0,1
2020-02-08,67.0,67.0,1
2020-02-09,57.0,57.0,1
2020-02-10,55.0,55.0,1
2020-02-11,33.0,33.0,1
2020-02-12,28.0,28.0,1
2020-02-13,66.0,66.0,1
2020-02-14,19.0,19.0,1
2020-02-15,41.0,41.0,1
2020-02-16,22.0,22.0,1
2020-02-17,18.0,18.0,1
2020-02-18,29.0,29.0,1
2020-02-19,31.0,31.0,1
2020-02-20,16.0,16.0,1
2020-02-21,12.0,12.0,1
2020-02-22,18.0,18.0,1
2020-02-23,25.0,25.0,1
2020-02-24,29.0,29.0,1
2020-02-25,39.0,39.0,1
2020-02-26,40.0,40.0,1
2020-02-27,53.0,53.0,1
2020-02-28,49.0,49.0,1
2020-02-29,36.0,36.0,1
2020-03-01,49.0,49.0,1
2020-03-02,61.0,61.0,1
2020-03-03,31.0,31.0,1
2020-03-04,36.0,36.0,1
2020-03-05,42.0,42.0,1
2020-03-06,46.0,46.0,1
2020-03-07,43.0,43.0,1
2020-03-08,64.0,64.0,1
2020-03-09,45.0,45.0,1
2020-03-10,62.0,62.0,1
2020-03-11,36.0,36.0,1
2020-03-12,79.0,79.0,1
2020-03-13,98.0,98.0,1
2020-03-14,100.0,100.0,1
2020-03-15,74.0,74.0,1
2020-03-16,74.0,74.0,1
2020-03-17,61.0,61.0,1
2020-03-18,94.0,94.0,1
2020-03-19,98.0,98.0,1
2020-03-20,57.0,57.0,1
2020-03-21,79.0,79.0,1
2020-03-22,63.0,63.0,1
2020-03-23,54.0,54.0,1
2020-03-24,70.0,70.0,1
2020-03-25,68.0,68.0,1
2020-03-26,59.0,59.0,1
2020-03-27,56.0,56.0,1
2020-03-28,59.0,59.0,1
2020-03-29,72.0,72.0,1
2020-03-30,38.0,38.0,1
2020-03-31,43.0,43.0,1
2020-04-01,32.0,32.0,1
2020-04-02,65.0,65.0,1
2020-04-03,52.0,52.0,1
2020-04-04,80.0,80.0,1
2020-04-05,55.0,55.0,1
2020-04-06,32.0,32.0,1
2020-04-07,54.0,54.0,1
2020-04-08,34.0,34.0,1
2020-04-09,32.0,32.0,1
2020-04-10,26.0,26.0,1
2020-04-11,29.0,29.0,1
2020-04-12,32.0,32.0,1
2020-04-13,34.0,34.0,1
2020-04-14,26.0,26.0,1
2020-04-15,21.0,21.0,1
2020-04-16,31.0,31.0,1
2020-04-17,76.0,76.0,1
2020-04-18,57.0,57.0,1
2020-04-19,37.0,37.0,1
2020-04-20,37.0,37.0,1
2020-04-21,35.0,35.0,1
2020-04-22,29.0,29.0,1
2020-04-23,26.0,26.0,1
2020-04-24,33.0,33.0,1
2020-04-25,18.0,18.0,1
2020-04-26,20.0,20.0,1
2020-04-27,23.0,23.0,1
2020-04-28,20.0,20.0,1
2020-04-29,21.0,21.0,1
2020-04-30,36.0,36.0,1
2020-05-01,24.0,24.0,1
2020-05-02,55.0,55.0,1
2020-05-03,34.0,34.0,1
2020-05-04,24.0,24.0,1
2020-05-05,21.0,21.0,1
2020-05-06,23.0,23.0,1
2020-05-07,33.0,33.0,1
2020-05-08,21.0,21.0,1
2020-05-09,17.0,17.0,1
2020-05-10,28.0,28.0,1
2020-05-11,46.0,46.0,1
2020-05-12,36.0,36.0,1
2020-05-13,28.0,28.0,1
2020-05-14,14.0,14.0,1
2020-05-15,17.0,17.0,1
2020-05-16,22.0,22.0,1
2020-05-17,17.0,17.0,1
2020-05-18,18.0,18.0,1
2020-05-19,22.0,22.0,1
2020-05-20,28.0,28.0,1
2020-05-21,31.0,31.0,1
2020-05-22,35.0,35.0,1
2020-05-23,25.0,25.0,1
2020-05-24,22.0,22.0,1
2020-05-25,14.0,14.0,1
2020-05-26,36.0,36.0,1
2020-05-27,21.0,21.0,1
2020-05-28,20.0,20.0,1
2020-05-29,21.0,21.0,1
2020-05-30,15.0,15.0,1
2020-05-31,17.0,17.0,1
2020-06-01,13.0,13.0,1
2020-06-02,14.0,14.0,1
2020-06-03,11.0,11.0,1
2020-06-04,18.0,18.0,1
2020-06-05,15.0,15.0,1
2020-06-06,12.0,12.0,1
2020-06-07,12.0,12.0,1
2020-06-08,7.0,7.0,1
2020-06-09,15.0,15.0,1
2020-06-10,16.0,16.0,1
2020-06-11,12.0,12.0,1
2020-06-12,6.0,6.0,1
2020-06-13,12.0,12.0,1
2020-06-14,9.0,9.0,1
2020-06-15,12.0,12.0,1
2020-06-16,20.0,20.0,1
2020-06-17,12.0,12.0,1
2020-06-18,10.0,10.0,1
2020-06-19,13.0,13.0,1
2020-06-20,8.0,8.0,1
2020-06-21,18.0,18.0,1
2020-06-22,17.0,17.0,1
2020-06-23,7.0,7.0,1
2020-06-24,16.0,16.0,1
2020-06-25,11.0,11.0,1
2020-06-26,11.0,11.0,1
2020-06-27,7.0,7.0,1
2020-06-28,11.0,11.0,1
2020-06-29,8.0,8.0,1
2020-06-30,13.0,13.0,1
2020-07-01,2.0,2.0,1
2020-07-02,8.0,8.0,1
2020-07-03,13.0,13.0,1
2020-07-04,8.0,8.0,1
2020-07-05,5.0,5.0,1
2020-07-06,4.0,4.0,1
2020-07-07,15.0,15.0,1
2020-07-08,11.0,11.0,1
2020-07-09,16.0,16.0,1
2020-07-10,18.0,18.0,1
2020-07-11,5.0,5.0,1
2020-07-12,8.0,8.0,1
2020-07-13,24.0,24.0,1
2020-07-14,2.0,2.0,1
2020-07-15,11.0,11.0,1
2020-07-16,18.0,18.0,1
2020-07-17,19.0,19.0,1
2020-07-18,16.0,16.0,1
2020-07-19,14.0,14.0,1
2020-07-20,4.0,4.0,1
2020-07-21,9.0,9.0,1
2020-07-22,9.0,9.0,1
2020-07-23,9.0,9.0,1
2020-07-24,19.0,19.0,1
2020-07-25,18.0,18.0,1
2020-07-26,0.0,0.0,1
2020-07-27,18.0,18.0,1
2020-07-28,20.0,20.0,1
2020-07-29,12.0,12.0,1
2020-07-30,12.0,12.0,1
2020-07-31,7.0,7.0,1
2020-08-01,13.0,13.0,1
2020-08-02,13.0,13.0,1
2020-08-03,7.0,7.0,1
2020-08-04,14.0,14.0,1
2020-08-05,12.0,12.0,1
2020-08-06,12.0,12.0,1
2020-08-07,7.0,7.0,1
2020-08-08,5.0,5.0,1
2020-08-09,5.0,5.0,1
2020-08-10,9.0,9.0,1
2020-08-11,14.0,14.0,1
2020-08-12,7.0,7.0,1
2020-08-13,9.0,9.0,1
2020-08-14,7.0,7.0,1
2020-08-15,3.0,3.0,1
2020-08-16,13.0,13.0,1
2020-08-17,5.0,5.0,1
2020-08-18,23.0,23.0,1
2020-08-19,13.0,13.0,1
2020-08-20,12.0,12.0,1
2020-08-21,9.0,9.0,1
2020-08-22,18.0,18.0,1
2020-08-23,10.0,10.0,1
2020-08-24,13.0,13.0,1
2020-08-25,13.0,13.0,1
