date,/g/11j8_9sv06_0,/g/11j8_9sv06,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,37.0,37.0,1
2020-02-08,0.0,0.0,1
2020-02-09,33.0,33.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,33.0,33.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,0.0,0.0,1
2020-02-25,33.0,33.0,1
2020-02-26,67.0,67.0,1
2020-02-27,0.0,0.0,1
2020-02-28,0.0,0.0,1
2020-02-29,0.0,0.0,1
2020-03-01,70.0,70.0,1
2020-03-02,32.0,32.0,1
2020-03-03,68.0,68.0,1
2020-03-04,0.0,0.0,1
2020-03-05,0.0,0.0,1
2020-03-06,0.0,0.0,1
2020-03-07,36.0,36.0,1
2020-03-08,0.0,0.0,1
2020-03-09,64.0,64.0,1
2020-03-10,32.0,32.0,1
2020-03-11,65.0,65.0,1
2020-03-12,0.0,0.0,1
2020-03-13,71.0,71.0,1
2020-03-14,0.0,0.0,1
2020-03-15,0.0,0.0,1
2020-03-16,0.0,0.0,1
2020-03-17,27.0,27.0,1
2020-03-18,0.0,0.0,1
2020-03-19,0.0,0.0,1
2020-03-20,0.0,0.0,1
2020-03-21,0.0,0.0,1
2020-03-22,0.0,0.0,1
2020-03-23,26.0,26.0,1
2020-03-24,0.0,0.0,1
2020-03-25,0.0,0.0,1
2020-03-26,0.0,0.0,1
2020-03-27,54.0,54.0,1
2020-03-28,65.0,65.0,1
2020-03-29,0.0,0.0,1
2020-03-30,0.0,0.0,1
2020-03-31,0.0,0.0,1
2020-04-01,0.0,0.0,1
2020-04-02,0.0,0.0,1
2020-04-03,0.0,0.0,1
2020-04-04,0.0,0.0,1
2020-04-05,0.0,0.0,1
2020-04-06,27.0,27.0,1
2020-04-07,27.0,27.0,1
2020-04-08,0.0,0.0,1
2020-04-09,0.0,0.0,1
2020-04-10,29.0,29.0,1
2020-04-11,0.0,0.0,1
2020-04-12,0.0,0.0,1
2020-04-13,0.0,0.0,1
2020-04-14,27.0,27.0,1
2020-04-15,28.0,28.0,1
2020-04-16,0.0,0.0,1
2020-04-17,28.0,28.0,1
2020-04-18,0.0,0.0,1
2020-04-19,0.0,0.0,1
2020-04-20,0.0,0.0,1
2020-04-21,0.0,0.0,1
2020-04-22,30.0,30.0,1
2020-04-23,29.0,29.0,1
2020-04-24,0.0,0.0,1
2020-04-25,0.0,0.0,1
