,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-11-18,26.0,9.0,27.0,10.0,52.0,11.0,11.0,16.0,29.761904761904763,50.0,11.0,28.0,0.0,59.375,19.0,21.0,53.57142857142857,49.46236559139785,43.0,21.0,38.08697253700015
2020-11-19,26.0,9.0,9.0,10.0,10.0,11.0,22.0,16.0,29.761904761904763,10.0,34.0,9.0,34.0,81.25,47.0,52.0,26.19047619047619,0.0,21.0,21.0,33.28628705128605
2020-11-20,0.0,10.0,0.0,0.0,11.0,0.0,0.0,8.0,0.0,10.0,12.0,0.0,0.0,23.958333333333332,38.0,31.0,14.285714285714286,0.0,0.0,11.0,11.780589505952555
2020-11-21,29.0,21.0,10.0,43.0,47.0,36.0,25.0,36.0,33.333333333333336,22.0,50.0,41.0,50.0,12.5,10.0,11.0,73.80952380952381,40.86021505376344,35.0,23.0,45.21003358195689
2020-11-22,15.0,11.0,20.0,33.0,12.0,24.0,25.0,9.0,16.666666666666668,0.0,25.0,10.0,38.0,12.5,31.0,11.0,29.761904761904763,41.935483870967744,24.0,12.0,27.90298949718484
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,29.761904761904763,10.0,22.0,9.0,11.0,22.916666666666668,28.0,21.0,0.0,0.0,0.0,0.0,12.019656792026296
2020-11-24,13.0,0.0,9.0,10.0,10.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,44.791666666666664,36.0,20.0,13.095238095238095,0.0,21.0,0.0,14.331192994808601
2020-11-25,13.0,0.0,26.0,9.0,20.0,31.0,0.0,0.0,14.285714285714286,19.0,22.0,36.0,0.0,33.333333333333336,18.0,30.0,26.19047619047619,35.483870967741936,31.0,20.0,26.74955366176449
2020-11-26,39.0,38.0,18.0,19.0,0.0,43.0,33.0,8.0,73.80952380952381,30.0,11.0,18.0,0.0,11.458333333333334,27.0,30.0,40.476190476190474,11.827956989247312,11.0,42.0,35.12180041844459
2020-11-27,52.0,28.0,9.0,10.0,10.0,11.0,11.0,8.0,59.523809523809526,40.0,22.0,18.0,11.0,45.833333333333336,18.0,10.0,39.285714285714285,24.731182795698924,32.0,10.0,32.67177172288564
2020-11-28,14.0,20.0,10.0,11.0,11.0,12.0,12.0,0.0,32.142857142857146,0.0,12.0,10.0,12.0,25.0,30.0,22.0,14.285714285714286,12.903225806451612,0.0,11.0,18.88662300450922
