date,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl_10,/m/0m7pl_11,/m/0m7pl_12,/m/0m7pl_13,/m/0m7pl_14,/m/0m7pl_15,/m/0m7pl_16,/m/0m7pl_17,/m/0m7pl_18,/m/0m7pl_19,/m/0m7pl
2020-11-18,0.0,50.0,46.0,0.0,94.0,31.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,80.3030303030303,0.0,46.0,0.0,51.0,47.76119402985075,0.0,43.10598337555575
2020-11-19,0.0,50.0,0.0,0.0,0.0,0.0,0.0,79.0,33.0,33.0,0.0,47.0,0.0,78.78787878787878,0.0,46.0,31.0,0.0,47.76119402985075,0.0,40.09030512061369
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-21,46.0,0.0,48.0,0.0,97.0,33.0,0.0,0.0,0.0,34.0,48.0,0.0,32.0,84.84848484848484,0.0,49.0,65.0,0.0,49.253731343283576,0.0,52.737213726866685
2020-11-22,0.0,0.0,0.0,47.0,100.0,0.0,0.0,0.0,0.0,35.0,49.0,49.0,33.0,0.0,0.0,50.0,33.0,0.0,0.0,0.0,35.63190184049079
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0.0,0.0,0.0,0.0,90.0,30.0,0.0,0.0,33.0,32.0,45.0,46.0,30.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,30.32310838445808
2020-11-25,43.0,48.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,78.78787878787878,49.0,0.0,0.0,48.0,46.2686567164179,0.0,39.14619133371993
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,7.918200408997955
