date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,15.0,16.0,12.0,16.0,5.0,12.0,9.0,12.0,29.0,24.0,5.0,22.0,49.0,23.0,19.0,33.0,5.0,32.0,22.0,13.0,18.79093198992443
2020-01-30,10.0,22.0,21.0,8.0,19.0,19.0,23.0,8.0,15.0,5.0,20.0,18.0,21.0,0.0,7.0,20.0,10.0,17.0,28.0,9.0,15.113350125944585
2020-01-31,16.0,23.0,17.0,39.0,29.0,19.0,33.0,22.0,20.0,25.0,15.0,9.0,15.0,48.0,33.0,14.0,41.0,34.0,34.0,24.0,25.692695214105797
2020-02-01,17.0,23.0,18.0,9.0,15.0,20.0,24.0,9.0,10.0,16.0,16.0,24.0,15.0,49.0,14.0,21.0,16.0,12.0,29.0,24.0,19.193954659949625
2020-02-02,37.0,28.0,13.0,21.0,24.0,32.0,23.0,17.0,30.0,20.0,36.0,14.0,51.0,36.0,20.0,34.0,25.0,45.0,28.0,23.0,28.060453400503782
2020-02-03,38.0,39.0,19.0,19.0,30.0,22.0,20.0,19.0,18.0,27.0,22.0,32.0,39.0,42.0,46.0,48.0,36.0,35.0,40.0,24.0,30.9823677581864
2020-02-04,10.0,22.0,12.0,8.0,18.0,12.0,9.0,12.0,5.0,15.0,15.0,13.0,21.0,23.0,25.0,33.0,5.0,11.0,11.0,9.0,14.559193954659948
2020-02-05,26.0,16.0,25.0,17.0,18.0,24.0,18.0,17.0,15.0,24.0,0.0,27.0,14.0,23.0,51.0,13.0,15.0,16.0,6.0,9.0,18.841309823677577
2020-02-06,27.0,17.0,25.0,9.0,39.0,19.0,14.0,26.0,15.0,26.0,36.0,5.0,30.0,30.0,53.0,28.0,16.0,34.0,40.0,23.0,25.79345088161209
2020-02-07,11.0,17.0,9.0,13.0,20.0,13.0,19.0,13.0,5.0,5.0,16.0,19.0,15.0,12.0,7.0,21.0,16.0,23.0,6.0,14.0,13.80352644836272
2020-02-08,33.0,29.0,22.0,22.0,15.0,0.0,10.0,9.0,16.0,21.0,26.0,29.0,8.0,18.0,27.0,62.0,16.0,29.0,29.0,19.0,22.166246851385388
2020-02-09,10.0,11.0,21.0,21.0,23.0,31.0,0.0,16.0,15.0,25.0,20.0,13.0,35.0,6.0,26.0,7.0,5.0,16.0,11.0,9.0,16.171284634760703
2020-02-10,10.0,16.0,12.0,4.0,18.0,6.0,17.0,12.0,14.0,5.0,9.0,9.0,7.0,6.0,6.0,25.0,10.0,5.0,11.0,4.0,10.377833753148613
2020-02-11,10.0,22.0,0.0,12.0,5.0,12.0,0.0,16.0,10.0,19.0,29.0,18.0,28.0,23.0,44.0,20.0,20.0,16.0,22.0,4.0,16.624685138539046
2020-02-12,15.0,16.0,16.0,16.0,14.0,18.0,9.0,4.0,15.0,10.0,5.0,18.0,7.0,11.0,19.0,13.0,5.0,11.0,5.0,18.0,12.34256926952141
2020-02-13,21.0,0.0,12.0,4.0,9.0,25.0,9.0,12.0,15.0,20.0,0.0,9.0,29.0,35.0,0.0,7.0,15.0,11.0,22.0,9.0,13.299748110831235
2020-02-14,32.0,22.0,13.0,13.0,14.0,6.0,23.0,21.0,10.0,10.0,15.0,28.0,15.0,23.0,7.0,27.0,25.0,17.0,17.0,9.0,17.48110831234257
2020-02-15,17.0,24.0,9.0,13.0,15.0,20.0,15.0,18.0,27.0,11.0,5.0,25.0,23.0,19.0,49.0,29.0,27.0,24.0,30.0,15.0,20.90680100755668
2020-02-16,27.0,17.0,17.0,13.0,10.0,26.0,23.0,9.0,16.0,10.0,21.0,24.0,37.0,24.0,20.0,21.0,37.0,40.0,17.0,28.0,22.015113350125947
2020-02-17,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,5.0,0.0,7.0,12.0,6.0,7.0,10.0,5.0,0.0,9.0,4.483627204030227
2020-02-18,15.0,27.0,4.0,12.0,5.0,6.0,4.0,8.0,10.0,15.0,10.0,4.0,14.0,6.0,19.0,33.0,10.0,0.0,5.0,9.0,10.881612090680099
2020-02-19,11.0,11.0,0.0,9.0,14.0,0.0,5.0,13.0,5.0,15.0,10.0,5.0,22.0,6.0,7.0,0.0,5.0,6.0,0.0,5.0,7.506297229219142
2020-02-20,5.0,11.0,13.0,4.0,0.0,19.0,9.0,13.0,0.0,21.0,16.0,19.0,15.0,18.0,14.0,34.0,10.0,23.0,11.0,14.0,13.551637279596978
2020-02-21,11.0,12.0,4.0,9.0,0.0,20.0,5.0,14.0,11.0,0.0,5.0,5.0,15.0,0.0,0.0,7.0,5.0,6.0,6.0,5.0,7.052896725440807
2020-02-22,17.0,18.0,23.0,19.0,16.0,27.0,5.0,5.0,45.0,28.0,28.0,25.0,8.0,26.0,36.0,29.0,11.0,6.0,12.0,15.0,20.100755667506302
2020-02-23,0.0,6.0,27.0,9.0,5.0,13.0,24.0,13.0,11.0,5.0,16.0,25.0,23.0,6.0,28.0,22.0,11.0,18.0,12.0,15.0,14.559193954659948
2020-02-24,16.0,6.0,8.0,8.0,9.0,6.0,9.0,4.0,10.0,5.0,15.0,0.0,0.0,6.0,0.0,13.0,15.0,0.0,17.0,9.0,7.858942065491184
2020-02-25,26.0,6.0,8.0,17.0,19.0,13.0,13.0,13.0,15.0,30.0,20.0,9.0,36.0,17.0,6.0,26.0,20.0,28.0,11.0,18.0,17.682619647355164
2020-02-26,15.0,27.0,4.0,8.0,9.0,6.0,9.0,4.0,15.0,10.0,0.0,13.0,21.0,6.0,6.0,13.0,5.0,5.0,16.0,9.0,10.125944584382873
2020-02-27,5.0,11.0,4.0,8.0,0.0,19.0,14.0,9.0,10.0,5.0,20.0,9.0,29.0,6.0,13.0,14.0,21.0,11.0,29.0,14.0,12.644836272040305
2020-02-28,0.0,12.0,4.0,4.0,5.0,7.0,0.0,9.0,11.0,5.0,5.0,0.0,8.0,6.0,7.0,0.0,11.0,0.0,6.0,5.0,5.289672544080606
2020-02-29,18.0,37.0,23.0,9.0,16.0,14.0,20.0,19.0,28.0,22.0,28.0,20.0,32.0,33.0,22.0,22.0,17.0,12.0,25.0,10.0,21.51133501259445
2020-03-01,28.0,29.0,13.0,9.0,0.0,13.0,5.0,13.0,11.0,16.0,5.0,15.0,31.0,25.0,14.0,22.0,11.0,24.0,30.0,24.0,17.02770780856423
2020-03-02,11.0,6.0,12.0,8.0,14.0,0.0,5.0,4.0,10.0,5.0,0.0,5.0,7.0,18.0,13.0,7.0,5.0,16.0,11.0,9.0,8.362720403022669
2020-03-03,11.0,11.0,8.0,9.0,5.0,13.0,9.0,9.0,21.0,5.0,10.0,5.0,7.0,18.0,7.0,21.0,10.0,11.0,11.0,5.0,10.377833753148613
2020-03-04,26.0,5.0,20.0,20.0,18.0,6.0,26.0,16.0,29.0,19.0,10.0,18.0,48.0,6.0,25.0,52.0,24.0,21.0,38.0,26.0,22.82115869017632
2020-03-05,10.0,11.0,12.0,4.0,14.0,12.0,13.0,8.0,5.0,10.0,10.0,0.0,7.0,11.0,6.0,7.0,5.0,11.0,22.0,4.0,9.168765743073047
2020-03-06,16.0,23.0,8.0,4.0,19.0,13.0,9.0,4.0,10.0,10.0,10.0,9.0,22.0,18.0,7.0,21.0,5.0,6.0,29.0,0.0,12.241813602015116
2020-03-07,11.0,12.0,0.0,9.0,10.0,28.0,0.0,5.0,5.0,11.0,6.0,0.0,16.0,13.0,7.0,36.0,11.0,6.0,12.0,15.0,10.730478589420654
