date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-01-29,6.0,5.0,5.0,5.0,8.0,5.0,6.0,5.0,6.0,8.0,9.0,4.0,5.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,6.05
2020-01-30,3.0,5.0,4.0,5.0,4.0,5.0,2.0,6.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,4.05
2020-01-31,5.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,8.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.95
2020-02-01,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.5
2020-02-02,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,3.35
2020-02-03,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.05
2020-02-04,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.85
2020-02-05,1.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.8
2020-02-06,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.5
2020-02-07,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.6
2020-02-08,4.0,3.0,3.0,3.0,6.0,4.0,5.0,3.0,5.0,5.0,7.0,6.0,5.0,3.0,3.0,5.0,8.0,5.0,4.0,4.0,4.55
2020-02-09,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.9
2020-02-10,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,6.0,6.0,2.0,2.0,3.0,3.0,4.0,3.35
